#{"t_start": 1701179113.4386592, "env_id": "None"}
r,l,t
0.007679,57,87.766689
0.000876,58,136.545598
0.00528,64,187.879766
0.000786,55,232.63809
0.005983,55,276.490756
0.008093,85,346.000718
0.002434,53,388.20662
0.003944,75,448.241958
