#{"t_start": 1701179107.4469273, "env_id": "None"}
r,l,t
0.0,157,175.542383
0.000905,72,234.906024
0.0,226,416.61651
0.003111,49,456.809188
0.0,53,501.473736
0.0,43,538.742996
0.0,59,587.921829
0.000846,60,645.519548
