#{"t_start": 1701179124.8024585, "env_id": "None"}
r,l,t
0.0,47,63.652609
0.0,108,156.564229
0.0,64,209.699139
0.0,235,398.329897
0.001374,117,496.473914
4.2e-05,54,543.095637
0.000994,53,589.791808
