#{"t_start": 1701179109.8638961, "env_id": "None"}
r,l,t
0.0,52,84.141823
0.0,49,125.899485
0.006262,53,170.071919
0.0,45,209.213408
0.314952,298,447.693878
0.001302,50,490.404146
0.010365,43,527.011846
