#{"t_start": 1701179127.1199007, "env_id": "None"}
r,l,t
0.0,51,66.364784
0.0,57,117.197409
2.248065,269,335.294884
0.001679,165,469.378252
0.006394,63,523.33776
0.0,108,621.003701
