#{"t_start": 1701179127.8952253, "env_id": "None"}
r,l,t
0.0,79,91.903141
0.003759,55,136.571496
0.0,42,171.117602
0.0,50,212.246363
0.0,52,253.010362
0.0,75,316.348616
0.00538,57,360.344152
0.0,55,405.357893
0.0,61,454.700682
0.002898,56,502.871161
