#{"t_start": 1701179115.8250494, "env_id": "None"}
r,l,t
0.001122,43,66.889768
2.24859,300,316.840739
0.000741,46,355.059672
0.0,45,391.477062
1.273535,161,525.579464
0.001356,50,567.967837
