#{"t_start": 1701179131.4100199, "env_id": "None"}
r,l,t
0.0,69,80.733926
0.00098,259,290.190713
0.0,72,349.260171
0.007858,44,383.532226
0.002965,58,431.428249
0.401058,185,595.718284
