#{"t_start": 1701179110.2676191, "env_id": "None"}
r,l,t
0.0,98,122.498741
0.001276,41,157.195982
0.0,47,197.43683
0.001992,72,256.204966
0.0,51,296.750347
0.0,51,338.989894
0.008271,61,386.598434
