#{"t_start": 1701179112.2466965, "env_id": "None"}
r,l,t
0.001859,93,116.406986
0.0,59,165.76661
0.003206,47,207.245692
0.008676,56,251.560677
5.8e-05,94,327.013309
0.0,64,378.621314
0.003448,50,418.584109
0.002816,243,629.84427
