#{"t_start": 1701179113.0373354, "env_id": "None"}
r,l,t
0.007902,60,90.756528
0.0,44,126.535489
0.00085,64,179.064973
0.003178,56,224.788009
0.0,69,279.900419
0.003601,56,326.599967
0.0,48,363.722398
0.323711,212,540.474565
0.006631,53,585.337872
