#{"t_start": 1701179117.3675768, "env_id": "None"}
r,l,t
0.0,57,84.286688
0.000466,54,129.004664
0.0,53,171.954381
0.001998,338,444.771461
0.004109,50,488.028037
0.282971,145,618.010911
