#{"t_start": 1701179120.0900836, "env_id": "None"}
r,l,t
0.001301,52,74.481736
0.005471,48,114.927802
0.0,48,154.853946
0.003132,46,195.136742
0.0,61,244.2852
0.006474,68,297.588027
0.00629,58,345.027037
0.000103,55,389.023593
0.0,55,433.16624
0.0,59,482.713487
0.079188,72,544.965806
0.001196,50,587.35478
