#{"t_start": 1701179108.2525358, "env_id": "None"}
r,l,t
0.006425,95,121.914867
0.003538,50,163.784103
0.007313,140,277.106205
2.065571,252,483.229869
0.003481,51,526.193181
0.0,108,625.92487
