#{"t_start": 1701179109.063787, "env_id": "None"}
r,l,t
0.000773,61,95.596936
0.008541,42,129.389073
0.382298,441,488.676416
0.002562,45,526.801343
0.0,47,567.893657
0.0,53,619.34526
