#{"t_start": 1701179129.0559983, "env_id": "None"}
r,l,t
0.0,182,175.355725
0.002793,52,217.724779
0.0,51,257.180082
0.0,61,307.475927
0.0,65,360.194432
0.0,58,407.529818
0.0,60,456.323403
0.007474,59,506.297485
0.004582,50,550.178116
