#{"t_start": 1701179127.5054872, "env_id": "None"}
r,l,t
0.006513,45,58.021093
0.004569,57,110.410752
0.0,51,151.876564
0.004777,53,197.866842
0.0,47,234.991909
0.0,49,273.862038
0.0,72,332.6164
0.003955,79,394.698738
0.0,54,439.618224
0.000749,58,488.367648
0.0,56,536.730717
