#{"t_start": 1701179115.428222, "env_id": "None"}
r,l,t
0.003116,55,83.052809
0.002655,64,137.996253
0.0,57,182.892833
0.045021,301,426.171386
0.0,46,464.228287
0.0,47,504.217663
