#{"t_start": 1701179119.3201196, "env_id": "None"}
r,l,t
0.0,46,67.300812
0.008969,45,107.978575
0.559152,176,253.509423
0.00612,166,387.088188
0.0,58,433.565258
0.007676,51,476.626558
0.002235,53,522.519811
0.000468,56,569.898524
0.001408,66,631.95678
