#{"t_start": 1701179111.4576306, "env_id": "None"}
r,l,t
0.0,56,87.95361
0.114404,129,194.870366
0.0,54,239.154032
0.004071,111,329.547423
2.1e-05,138,438.997179
0.006221,135,554.364713
0.0,60,607.646991
