#{"t_start": 1701179128.6655135, "env_id": "None"}
r,l,t
0.006896,48,61.264243
0.003138,130,172.026836
0.000461,173,313.850537
0.061251,110,400.58285
0.0,65,454.307854
0.002323,49,495.933302
