#{"t_start": 1701179109.4616258, "env_id": "None"}
r,l,t
0.0,53,86.172406
0.0,72,147.883673
0.0,56,193.447599
0.0,57,240.084894
0.002548,57,285.389127
0.002057,52,327.60145
0.002866,54,371.663807
