#{"t_start": 1701179120.873516, "env_id": "None"}
r,l,t
0.0,54,76.384439
0.002433,50,119.257241
0.006225,55,164.856583
0.000233,134,272.605386
0.003811,170,410.529238
0.001629,50,450.87637
0.0,45,489.423496
0.0,58,539.530835
0.0,51,581.639668
