#{"t_start": 1701179111.0648441, "env_id": "None"}
r,l,t
0.003365,74,104.421188
0.004693,53,148.288699
0.005593,59,197.018732
0.003543,58,243.659684
0.0,43,276.734673
0.0,73,338.557554
0.0,288,575.239689
0.0,45,620.857337
