#{"t_start": 1701179129.8341355, "env_id": "None"}
r,l,t
0.0,68,80.957059
0.003903,184,231.698802
0.014119,114,324.729724
0.0,46,360.465738
0.0,42,393.783029
0.0,60,443.247824
0.002776,56,490.556855
0.0,55,539.002189
0.0,59,592.391393
