#{"t_start": 1701179115.0370293, "env_id": "None"}
r,l,t
0.004399,53,81.086517
0.0,72,142.79173
0.001326,68,198.65844
0.0,53,241.500761
0.0,55,285.000746
0.389821,208,453.495306
0.0,51,496.815171
0.000633,50,540.302976
0.003058,58,588.342145
0.000508,51,638.573111
