#{"t_start": 1701179113.8440125, "env_id": "None"}
r,l,t
0.009517,43,68.451163
0.0,58,122.378866
0.00065,56,169.666981
0.007317,149,290.510388
0.00711,139,401.649912
0.0,51,442.81954
0.001453,55,489.770803
0.002996,59,541.127261
