#{"t_start": 1701078767.9973032, "env_id": "None"}
r,l,t
3.210393,361,5362.77068
2.9768,354,5369.304274
6.062856,504,5378.485244
14.088693,603,5389.419052
18.282781,1001,5407.164432
16.203902,625,5418.683884
8.894901,530,5428.388607
4.348445,237,5432.906347
10.256629,585,5443.419095
2.657564,210,5447.467863
2.588193,147,5450.400326
9.288782,512,5459.681474
3.311099,283,5465.052816
2.813954,317,5470.959176
15.010691,960,5488.387866
4.915181,219,5492.592903
9.674198,479,5501.562464
3.47583,188,5505.247091
9.147991,474,5513.896156
1.171105,201,5517.767132
6.792053,663,5529.887933
6.271464,566,5540.274812
6.918742,413,5548.004933
22.112883,1001,5565.809782
4.689191,264,5570.688916
3.621422,309,5576.40565
1.815763,154,5579.487395
14.722843,958,5596.656357
2.814966,172,5600.018764
1.985634,221,5604.276455
2.851624,208,5608.307461
17.48497,772,5622.295648
7.338107,415,5629.910272
2.777812,245,5634.522645
5.202305,576,5644.839982
27.617366,1001,5662.845572
7.666097,417,5670.699075
3.848837,275,5675.918373
5.15446,411,5683.505286
2.548007,447,5691.726218
18.320495,1001,5709.881546
14.261221,602,5721.023437
1.030964,262,5726.135046
3.595151,223,5730.44459
13.140916,628,5741.814635
6.024406,693,5754.451693
17.819897,1001,5772.481961
10.065255,470,5781.223185
2.872523,206,5785.219692
2.648381,145,5788.105568
6.980778,443,5796.301359
3.662682,169,5799.608553
3.426809,389,5806.786013
1.882486,140,5809.58988
12.464377,522,5819.163087
8.152359,455,5827.582087
3.641177,250,5832.396549
15.137619,813,5847.290517
1.510705,120,5849.758491
5.320228,289,5855.21535
16.98931,1001,5873.212877
3.089017,141,5876.023832
9.341973,447,5884.31257
24.722487,1001,5902.517963
8.231912,447,5910.801932
11.024995,1001,5928.838722
19.419413,744,5942.477901
1.418655,92,5944.424923
2.798398,365,5951.281454
12.042721,591,5962.324811
12.34332,800,5976.693941
4.832179,479,5985.396266
22.271355,1001,6003.223594
5.128187,278,6008.461436
4.793348,309,6014.42811
14.935397,816,6029.310438
2.228773,133,6032.026217
4.051669,413,6039.79293
20.252797,1001,6057.612513
20.408504,1001,6075.93766
18.114808,822,6090.831957
23.204085,1001,6108.836102
8.840397,614,6120.083557
19.973224,1001,6138.228738
3.718944,204,6142.20071
7.167075,328,6148.305082
4.262148,377,6155.202291
7.452087,439,6163.229373
1.754077,324,6169.212849
23.66787,1001,6187.278907
15.79772,608,6198.475536
2.751349,342,6204.814453
24.64133,1001,6222.569678
13.563209,638,6233.978567
5.815349,654,6245.762511
26.363478,1001,6263.709841
10.458549,486,6272.538531
3.454433,357,6279.206373
17.449328,1001,6297.303467
12.017548,600,6308.179445
10.956208,547,6318.311754
3.125317,163,6321.484104
21.149204,1001,6339.260364
23.464626,1001,6357.22227
6.881545,317,6363.227548
4.653035,223,6367.562264
8.018215,481,6377.232747
16.87726,774,6391.406552
13.823535,712,6404.341101
20.138474,766,6418.180256
23.958449,1001,6436.490938
19.375022,1001,6454.626941
8.222536,430,6462.64346
4.795461,256,6467.483966
13.013961,600,6478.415213
29.742587,1001,6496.44797
23.761912,1001,6514.424311
7.127939,468,6522.923367
13.991071,616,6534.112557
21.423219,993,6551.901894
3.26663,303,6557.649461
18.652947,1001,6575.594101
6.334022,420,6583.358521
3.422932,289,6588.713436
27.39887,1001,6606.409609
28.729971,1001,6624.31191
7.520081,358,6631.004852
28.428071,1001,6648.882811
27.751757,1001,6667.140481
13.51269,693,6679.622623
3.412116,171,6683.018737
26.157719,985,6700.721169
19.342463,837,6715.768871
22.907303,1001,6733.815167
23.214479,1001,6751.838245
13.046632,604,6762.886286
22.252137,1001,6780.804209
8.540721,338,6787.1524
4.167795,386,6794.201309
20.023897,1001,6812.559057
29.852197,1001,6830.461208
1.920731,222,6834.745899
12.64194,788,6849.003148
25.409927,1001,6867.425805
3.810252,209,6871.540948
29.230543,1001,6889.854371
12.854602,568,6900.896515
14.393426,725,6914.269609
6.104073,442,6922.479747
21.224326,896,6938.707164
7.453238,430,6946.66902
5.8479,304,6952.313495
9.180546,624,6963.555772
27.20858,1001,6981.392024
12.762731,497,6990.624251
17.422113,773,7004.7323
9.999218,523,7014.389986
22.949735,970,7031.916601
10.62246,391,7039.152916
21.641265,1001,7057.219888
28.518295,1001,7075.058765
3.532715,303,7080.741212
20.908304,1001,7098.612525
28.552835,1001,7116.572222
23.384961,822,7131.307514
2.651791,207,7135.226904
23.914564,1001,7153.04361
30.81584,1001,7171.024629
22.221981,1001,7188.971378
11.36184,500,7198.37917
8.951227,479,7207.120766
22.138193,1001,7225.049536
2.75767,359,7231.641704
17.723942,699,7244.200812
27.113331,1001,7262.233478
33.758916,1001,7280.439314
5.111802,322,7286.475076
2.39619,184,7290.062553
15.604505,846,7305.357594
30.337622,1001,7323.498531
4.853265,769,7337.338682
10.975855,665,7349.484779
11.701683,578,7360.09357
7.680093,333,7366.392406
1.784172,119,7368.855319
1.857344,264,7373.870001
17.424905,762,7387.743552
30.122096,1001,7406.042064
7.200889,429,7413.935215
6.002854,437,7422.10137
18.252449,811,7436.774564
10.479559,546,7446.754348
26.924793,968,7464.162354
21.688834,806,7478.631607
3.659646,195,7482.325962
32.087702,1001,7500.055946
7.727135,356,7506.54759
23.8263,1001,7524.242685
4.304504,278,7529.478045
26.020997,854,7544.731915
31.948407,1001,7562.348035
27.571396,1001,7579.842751
25.746371,1001,7597.596492
11.559713,480,7606.282829
8.130028,449,7614.441984
9.917264,486,7623.194326
5.403955,423,7630.837234
6.704652,488,7639.66512
24.915187,1001,7657.545811
16.51159,749,7671.110602
5.887108,376,7678.027555
12.771772,520,7687.435409
24.723632,1001,7705.184651
7.491475,489,7714.012537
26.573162,1001,7731.702055
14.653542,582,7742.176064
21.769231,1001,7760.250221
7.52497,398,7767.495715
15.051654,678,7779.612913
7.769437,415,7787.157789
23.565941,965,7804.312149
28.876839,1001,7822.059212
14.376519,799,7836.220079
32.067065,1001,7853.961669
23.483393,1001,7871.802736
6.19975,276,7877.069539
29.826615,1001,7894.845782
10.06897,765,7908.777186
27.996913,1001,7926.549365
7.586742,343,7932.892049
19.640045,825,7947.682668
2.158833,279,7952.953833
1.669911,215,7957.041793
1.868973,196,7960.833168
11.901072,549,7970.753307
12.274693,498,7979.850701
32.212377,1001,7997.869002
4.196308,226,8002.109336
5.747358,296,8007.633993
27.850804,1001,8025.568417
11.450556,478,8034.416181
32.33143,1001,8052.577934
14.418718,540,8062.329237
28.112951,1001,8080.204337
13.515774,493,8089.220134
27.331275,1001,8107.095137
27.598386,982,8124.528932
5.278452,299,8130.169346
31.252657,1001,8148.02412
33.61307,1001,8165.950242
2.369288,196,8169.701337
31.404881,1001,8187.478885
8.070925,485,8196.246183
30.867822,1001,8214.168901
33.445129,1001,8232.143461
17.581523,845,8247.237691
20.868955,1001,8265.149528
27.160645,1001,8283.14208
32.744449,1001,8300.954253
27.730751,1001,8318.76106
8.520776,472,8327.5186
19.312003,753,8341.244273
28.946857,1001,8359.494306
26.034275,1001,8377.483063
23.115001,949,8394.726554
13.141698,596,8405.518419
28.439826,1001,8423.462928
27.356739,1001,8441.29882
32.277574,1001,8459.220403
30.057576,1001,8477.093808
32.575264,1001,8495.071558
31.64336,1001,8513.03946
15.619891,680,8525.482518
32.782741,1001,8543.551182
28.670906,1001,8561.556398
31.95483,1001,8579.734345
14.754596,588,8590.480992
34.009188,1001,8608.415246
32.902296,1001,8625.997934
11.711036,668,8637.843077
29.802276,1001,8655.733684
30.295206,1001,8673.444084
30.151745,1001,8690.938632
30.687392,1001,8708.588526
30.959837,1001,8726.418809
27.774975,1001,8744.154997
29.126921,1001,8762.220191
22.181424,1001,8780.31908
14.348217,572,8790.598555
5.091854,256,8795.424381
27.864891,1001,8813.133078
26.806733,1001,8831.229012
33.19595,1001,8849.832199
29.524044,1001,8867.572319
19.223066,782,8881.681556
31.367296,1001,8899.604557
32.15672,1001,8917.273148
28.442103,1001,8934.413698
24.536483,1001,8952.103681
30.548971,1001,8970.032335
8.758853,448,8978.188663
30.17003,1001,8995.8629
5.953031,335,9002.156814
16.221405,701,9015.07295
32.607589,1001,9033.053269
29.207274,1001,9050.886254
21.247779,1001,9068.966636
29.431893,1001,9087.165245
30.856733,1001,9105.180597
25.757525,1001,9123.157199
31.464363,1001,9141.513638
27.662975,1001,9159.452145
32.146202,1001,9177.381694
32.609438,1001,9195.360868
31.243643,997,9213.258017
31.712159,1001,9231.077182
31.764907,1001,9248.75805
32.286798,1001,9266.929451
25.986709,871,9282.516137
32.133054,1001,9300.316241
7.020254,767,9314.102125
27.034101,1001,9332.061439
13.939432,560,9342.285294
25.05509,812,9356.73366
35.942955,1001,9374.585025
31.665036,1001,9392.390317
30.385182,1001,9410.2994
31.198864,1001,9428.25044
32.722886,1001,9446.534902
31.654523,1001,9464.580479
29.583857,1001,9482.509997
33.196451,1001,9500.401312
32.577714,1001,9518.408808
30.579813,1001,9536.441607
3.142356,224,9540.760334
24.412189,885,9557.052912
34.37585,1001,9575.251345
7.462872,283,9580.600578
31.357607,1001,9598.716843
32.084905,1001,9616.83971
28.872247,1001,9635.05218
34.09448,1001,9653.040377
29.631476,1001,9671.023619
29.828398,1001,9689.186646
33.240591,1001,9707.19321
29.395717,1001,9725.070517
31.450857,1001,9743.365936
31.695025,1001,9761.664653
34.09456,1001,9779.516971
33.088936,1001,9797.917778
13.955709,509,9807.533548
35.304163,1001,9825.665862
9.513473,491,9834.548792
29.50154,1001,9852.613924
33.77558,1001,9870.576491
29.703659,1001,9888.571212
3.904255,242,9893.144143
34.360183,1001,9911.157994
2.161098,136,9913.912815
33.463766,1001,9932.189365
32.491342,1001,9950.130581
33.585447,1001,9968.248614
35.347978,1001,9986.444942
35.422343,1001,10004.70353
19.306336,854,10020.514419
21.33873,924,10037.163333
19.518307,1001,10055.135626
34.402548,1001,10073.574679
33.313535,1001,10091.692114
36.26765,1001,10109.36961
25.132186,1001,10127.112633
34.933392,1001,10146.043826
32.979066,1001,10164.251238
33.090645,1001,10182.169026
33.028777,1001,10200.009622
34.663163,1001,10217.765232
35.954458,1001,10235.424135
34.179589,1001,10253.465783
35.607815,1001,10271.264945
32.654035,1001,10289.297336
33.245971,1001,10307.333044
35.078842,1001,10325.434145
34.726588,1001,10343.574731
33.11015,1001,10361.905023
12.145922,922,10378.766439
34.271501,1001,10396.975573
33.388571,1001,10415.065254
36.014327,1001,10433.37879
33.308879,1001,10452.943815
33.974549,1001,10471.035284
33.156217,1001,10489.101515
27.993514,989,10507.000718
32.17489,1001,10525.059591
35.682246,1001,10542.782781
30.035757,1001,10560.850761
31.213294,1001,10578.707082
31.56929,1001,10596.505705
31.654339,1001,10614.4092
35.149636,1001,10632.558156
31.473987,1001,10650.480479
32.19111,1001,10668.291894
20.619339,984,10685.811587
34.439224,1001,10703.732755
35.721731,1001,10721.24583
32.666392,1001,10738.919464
32.852745,1001,10756.605446
33.966693,1001,10774.167121
34.00224,1001,10791.792695
35.693476,1001,10809.500593
35.352945,1001,10827.374399
34.738376,1001,10845.136823
37.522065,1001,10862.986294
33.369923,1001,10881.035026
35.628305,1001,10899.048702
35.93005,1001,10917.10624
33.582668,1001,10935.398069
35.066237,1001,10953.391316
33.269197,1001,10971.25596
35.487069,1001,10989.389423
34.05793,1001,11007.800138
35.918172,1001,11026.029365
34.608324,1001,11044.306711
33.508808,1001,11062.69886
33.020048,1001,11080.858487
33.885677,1001,11099.170663
32.318957,1001,11117.646378
35.153852,1001,11136.586626
34.283152,1001,11155.573502
36.672989,1001,11173.908613
34.800073,1001,11192.20931
35.488162,1001,11210.587912
34.46808,1001,11228.977265
35.896452,1001,11247.397081
34.963335,1001,11265.942922
32.414651,1001,11284.441803
15.132454,544,11294.737052
32.764647,1001,11312.713084
34.387164,1001,11331.022489
36.198298,1001,11349.317908
33.119155,1001,11367.891865
36.460372,1001,11386.121372
33.348884,1001,11404.335296
33.349083,1001,11422.57919
35.668487,1001,11440.755949
33.279223,1001,11460.205826
32.980369,1001,11478.711636
34.751334,1001,11496.871459
16.79026,734,11510.343352
33.76891,1001,11528.561244
34.589671,1001,11546.913759
35.600853,1001,11564.512959
34.318502,1001,11582.244066
35.054284,1001,11600.346031
33.829916,1001,11618.358246
33.751199,1001,11636.094683
34.637279,1001,11653.979655
34.599964,1001,11671.800787
35.08465,1001,11689.486086
32.43206,1001,11707.424652
36.219057,1001,11725.582202
33.590558,1001,11743.289862
37.92825,1001,11761.197723
33.738302,1001,11779.298916
36.215978,1001,11797.37577
33.62812,1001,11815.289283
37.101574,1001,11833.013602
36.094988,1001,11851.110492
34.94074,1001,11869.180601
36.174372,1001,11887.419096
35.843274,1001,11905.540711
36.587253,1001,11923.565397
34.585725,1001,11941.882057
34.488149,1001,11960.156557
36.442543,1001,11977.842084
37.450076,1001,11995.556923
36.720802,1001,12013.443727
36.681049,1001,12031.595233
35.209576,1001,12049.649028
36.832642,1001,12067.768556
33.163985,1001,12086.077992
33.480939,1001,12104.02575
20.974517,753,12117.785533
34.809408,1001,12135.891805
35.29257,1001,12153.77875
37.256462,1001,12171.425443
35.215908,1001,12189.378036
28.635043,1001,12207.271689
36.279532,1001,12225.003968
34.922311,1001,12243.076293
36.182809,1001,12260.928898
35.18601,1001,12278.889947
36.201157,1001,12296.925795
35.373295,1001,12314.691459
35.362172,1001,12332.523876
4.928153,314,12338.363863
35.490465,1001,12356.349941
31.525621,1001,12374.537371
34.455731,1001,12392.658681
32.72107,1001,12410.576373
34.37871,1001,12428.450177
36.615674,1001,12446.94253
34.59855,1001,12465.263505
34.389033,1001,12484.594776
35.188168,1001,12505.756646
34.877622,1001,12526.153276
31.409707,1001,12546.688082
37.667954,1001,12566.644597
3.010646,588,12577.853245
36.976943,1001,12596.70943
35.792529,1001,12616.83548
35.478871,1001,12635.922296
34.806627,1001,12655.110627
35.691628,1001,12674.692191
36.182456,1001,12694.460021
37.567169,1001,12713.756563
36.190378,1001,12733.91776
31.968504,1001,12754.035182
11.714292,461,12762.348057
35.984733,1001,12781.71323
27.054016,1001,12801.296429
35.655255,1001,12820.75021
35.777215,1001,12841.194499
34.013031,1001,12860.781027
33.687399,1001,12881.085553
29.775523,1001,12900.329034
37.253977,1001,12920.547368
36.404612,1001,12939.079495
4.993591,266,12944.301323
34.08487,1001,12962.143594
31.48665,1001,12980.132964
11.657772,1001,12997.836679
36.269917,1001,13016.619013
27.69775,1001,13036.764878
36.862897,1001,13058.831894
4.784482,540,13071.237581
35.82405,1001,13095.046482
34.283646,1001,13119.794319
29.750493,1001,13142.650447
37.98778,1001,13165.548008
34.159462,1001,13188.093271
34.552197,1001,13210.525937
35.502749,1001,13233.57571
36.223944,1001,13256.326588
1.275908,159,13260.153666
37.008728,1001,13282.261108
34.987768,1001,13303.467811
0.542512,165,13307.268786
24.65313,1001,13328.258928
31.897207,1001,13348.980781
35.683364,1001,13368.41536
30.073498,1001,13388.988139
32.980487,1001,13411.218741
35.835359,1001,13430.452088
32.132181,1001,13449.490924
35.941992,1001,13468.796159
37.812703,1001,13489.109677
38.574075,1001,13507.456681
35.654332,1001,13525.510202
18.597945,837,13540.475934
36.300088,1001,13559.040429
0.790943,199,13562.933069
34.261462,1001,13580.835558
8.878409,510,13590.112361
34.273963,1001,13609.508927
36.907123,1001,13628.358886
1.03878,94,13630.421571
32.650442,1001,13649.551609
4.63955,376,13656.457069
35.545379,1001,13674.651489
26.647682,1001,13693.125944
35.803436,1001,13712.436052
34.814741,1001,13730.985731
8.141993,439,13740.708556
36.656141,1001,13761.594925
16.921413,592,13773.880504
29.878547,1001,13795.610683
37.129978,1001,13816.843212
6.960832,312,13823.626472
37.075528,1001,13844.781256
36.940527,1001,13865.616095
37.063426,1001,13886.596785
38.19422,1001,13906.701713
36.395799,1001,13924.765505
35.814288,1001,13942.671917
38.649285,1001,13962.948819
36.492211,1001,13983.317489
38.584622,1001,14003.428992
27.773511,954,14022.167788
37.589464,1001,14040.723955
35.055013,1001,14060.50957
38.08972,1001,14079.276214
38.488597,1001,14099.740706
36.061861,1001,14118.910918
37.367166,1001,14137.424518
35.357107,1001,14155.985315
35.846474,1001,14174.588489
37.480651,1001,14193.428247
35.518074,1001,14213.690664
38.097816,1001,14233.424819
37.643422,1001,14253.82758
35.958404,1001,14272.645124
36.674718,1001,14290.993137
37.095366,1001,14309.429544
36.371419,1001,14328.184653
38.385787,1001,14347.007102
35.429063,1001,14365.83772
38.300642,1001,14384.623091
37.782537,1001,14403.512867
37.921181,1001,14421.794593
7.895462,663,14434.420012
35.649902,1001,14453.070219
37.183576,1001,14471.536012
36.815922,1001,14490.225554
36.969605,1001,14508.55619
31.118767,1001,14527.129359
38.119801,1001,14546.00341
34.506364,1001,14565.469187
33.725214,1001,14584.622082
36.79286,1001,14603.383038
36.011278,1001,14621.427518
35.883743,1001,14640.038029
35.511687,1001,14658.867379
37.878157,1001,14677.584861
36.2868,1001,14696.147344
15.636343,944,14713.829697
36.907836,1001,14732.843612
34.891821,1001,14751.369726
33.474231,1001,14770.447127
17.151393,561,14781.2473
37.845422,1001,14799.912479
26.163544,852,14815.633145
3.497269,175,14819.20237
36.589525,1001,14838.17485
37.848764,1001,14857.216668
36.005913,1001,14875.924466
30.249505,1001,14894.542749
4.945284,336,14900.97662
33.15639,1001,14919.65303
36.169427,1001,14938.610177
35.878675,1001,14957.444762
36.950101,1001,14975.924928
37.395753,1001,14994.91018
36.548008,1001,15013.579971
36.632732,1001,15032.323046
37.835836,1001,15051.20251
37.340922,1001,15069.947741
37.290549,1001,15088.838751
39.411182,1001,15107.75428
36.82318,1001,15126.585973
35.745096,1001,15145.34099
36.504308,1001,15164.001712
37.753819,1001,15182.857528
37.321621,1001,15201.578218
35.749352,1001,15220.503833
38.534881,1001,15239.357947
37.645847,1001,15258.139721
37.856031,1001,15277.073528
37.524275,1001,15296.190564
37.651624,1001,15315.152179
37.208785,1001,15334.31117
12.039125,614,15345.965012
35.391384,1001,15364.907336
30.789846,1001,15383.690119
37.893554,1001,15402.513553
36.268828,1001,15420.901308
37.551837,1001,15439.840219
36.242306,1001,15458.36482
37.40123,1001,15476.738511
34.447379,1001,15495.239823
37.317384,1001,15513.581722
35.239836,1001,15532.068153
36.951054,1001,15550.625365
34.461225,1001,15569.371126
36.406214,1001,15588.218904
36.277208,1001,15607.242474
35.525667,1001,15627.347842
35.12894,1001,15646.137012
32.099231,1001,15664.67131
34.804299,1001,15684.701908
1.028032,187,15688.519797
35.114245,1001,15707.552212
36.315267,1001,15726.60858
34.630485,1001,15745.464202
18.321008,732,15759.592662
35.983425,1001,15778.079814
33.38041,1001,15796.85064
33.821188,1001,15815.464547
34.565442,1001,15835.42851
36.342975,1001,15856.358601
34.249638,1001,15875.007283
35.343659,1001,15894.219214
34.079833,1001,15913.494732
33.73603,1001,15933.287561
8.554531,358,15940.604973
36.786155,1001,15959.594893
36.084408,1001,15980.01257
30.702787,991,15998.661783
0.996028,154,16001.871772
1.759342,319,16007.970177
29.41172,1001,16026.571357
34.696754,1001,16045.293971
34.431305,1001,16063.730013
33.834327,1001,16083.102337
30.050225,1001,16104.415643
33.242685,1001,16125.184978
34.352354,1001,16143.6093
36.166159,1001,16161.906219
34.216886,1001,16179.796793
3.515018,344,16186.219539
37.416106,1001,16204.692162
37.374441,1001,16225.177023
5.164296,258,16231.377217
35.393243,1001,16253.967095
37.05759,1001,16276.322434
27.993776,897,16295.922818
31.937864,1001,16318.075387
34.474163,1001,16339.836252
20.342703,845,16358.429862
11.911176,398,16367.378127
37.798346,1001,16389.38522
35.996298,1001,16410.851987
20.260692,701,16424.491357
38.029678,1001,16443.254851
31.514124,1001,16462.420084
32.040824,1001,16481.024315
34.396668,1001,16499.94932
15.407344,616,16511.573611
10.648986,433,16519.980116
36.472266,1001,16538.771437
35.970269,1001,16557.181666
6.575548,395,16564.747742
36.629012,1001,16583.743079
34.997833,1001,16602.565786
37.857989,1001,16621.452917
35.541181,1001,16640.498151
38.435513,1001,16659.506652
30.631953,1001,16678.06478
20.401899,705,16691.481325
28.991848,963,16709.668187
20.328566,863,16727.02481
34.98638,1001,16745.237607
11.793823,798,16759.925518
36.687497,1001,16778.180729
34.745976,1001,16796.469699
35.361361,1001,16814.837517
35.577066,1001,16833.043225
37.282219,1001,16851.419974
36.519122,1001,16869.445489
20.313006,766,16883.53342
18.244308,646,16895.460688
35.73822,1001,16913.79686
35.545206,1001,16932.050694
35.890367,1001,16950.337793
37.545127,1001,16968.606022
34.697928,1001,16988.231972
1.366921,183,16991.841955
35.369891,1001,17011.659603
38.976672,1001,17029.894707
33.300529,1001,17047.831845
34.589145,1001,17067.957995
35.481872,1001,17087.875358
34.879204,1001,17106.943195
26.722917,895,17123.598352
35.076107,1001,17142.339924
10.363981,431,17150.500413
35.9805,1001,17169.232086
37.011021,1001,17187.997182
36.04286,1001,17206.954198
35.504404,1001,17225.841287
35.685963,1001,17245.192248
32.062101,1001,17264.052132
34.235518,1001,17282.430993
35.149784,1001,17301.033736
36.457487,1001,17319.352292
35.193744,1001,17337.79094
36.830591,1001,17356.589435
37.272485,1001,17374.692575
34.118394,1001,17393.112355
7.62334,524,17402.971474
36.469398,1001,17421.255488
35.716323,1001,17439.28329
37.299056,1001,17457.297101
37.07216,1001,17475.643878
37.125387,1001,17494.14547
37.772433,1001,17512.603809
36.389151,1001,17530.871896
37.131146,1001,17549.597028
35.73416,1001,17568.136817
35.74506,1001,17586.833795
36.859532,1001,17605.561604
38.755427,1001,17624.062095
2.907146,259,17629.099212
23.848718,834,17644.383322
28.457996,1001,17663.386445
37.138274,1001,17681.802241
36.182491,1001,17700.315863
36.16889,1001,17719.029024
36.810664,1001,17737.73212
34.968055,1001,17756.00764
35.368138,1001,17774.497444
4.99229,230,17779.013123
38.087404,1001,17797.360853
36.180549,1001,17816.06267
35.057729,1001,17834.893645
36.460779,1001,17853.402012
36.585541,1001,17871.521241
36.669371,1001,17889.556539
37.749213,1001,17908.231509
35.506715,1001,17926.561695
36.015458,1001,17944.525774
35.99587,1001,17962.647223
33.731173,1001,17980.764902
36.406558,1001,17998.829784
7.16804,288,18004.394078
35.692134,1001,18022.610016
35.651981,1001,18040.648412
35.01112,1001,18058.945939
36.305403,1001,18077.547701
36.158104,1001,18096.301376
34.69232,1001,18114.953683
33.874889,1001,18133.357568
34.633796,1001,18151.708179
36.356463,1001,18170.083462
27.519612,823,18185.001277
27.7991,881,18201.282124
31.237796,1001,18219.645115
35.051841,1001,18237.87476
35.833004,1001,18256.409064
20.616446,1001,18274.844758
36.138151,1001,18292.962826
37.759057,1001,18311.12115
34.979384,1001,18329.584724
36.029861,1001,18347.767193
37.436938,1001,18366.075839
36.973352,1001,18384.633788
37.630629,1001,18402.821601
36.55279,1001,18421.23983
37.091503,1001,18440.015068
29.433047,957,18457.625459
37.712111,1001,18475.828124
17.248472,712,18489.018568
36.693391,1001,18507.393623
9.698173,333,18513.65544
33.383669,1001,18531.791727
35.115771,1001,18550.01443
31.195211,1001,18568.522337
37.077104,1001,18587.159935
37.470728,1001,18605.383105
5.368851,317,18611.383667
35.663866,1001,18629.638147
38.037945,1001,18647.812217
35.850691,1001,18666.209322
35.788984,1001,18684.612121
37.159191,1001,18703.070961
35.388536,1001,18721.487484
37.547489,1001,18740.074209
37.444127,1001,18758.521902
38.084967,1001,18777.138263
36.415866,1001,18795.799427
38.539079,1001,18814.21483
8.275887,325,18820.495415
37.099116,1001,18838.71504
22.327973,656,18850.801872
36.872794,1001,18869.336931
13.110232,478,18878.268993
37.207264,1001,18896.595282
32.60058,1001,18915.152499
35.88898,1001,18933.472377
35.032757,1001,18951.884489
